date,campaign_name,platform,ad_creative_type,audience_segment,impressions,clicks,conversions,spend,revenue
13-01-2024,Campaign 1,TikTok,Video,Gen Z,5893,263,26,167.37,2417.24
13-01-2024,Campaign 1,TikTok,Video,Millennials,781,27,3,21.6,235.1
13-01-2024,Campaign 1,TikTok,Video,Gen X,198,9,0,5.29,0
13-01-2024,Campaign 1,TikTok,Image,Gen Z,5145,29,1,340.26,80.08
13-01-2024,Campaign 1,TikTok,Image,Millennials,820,10,0,48.35,0
13-01-2024,Campaign 1,TikTok,Image,Gen X,238,2,0,13.76,0
13-01-2024,Campaign 1,TikTok,Carousel,Gen Z,3158,50,3,194.44,250.71
13-01-2024,Campaign 1,TikTok,Carousel,Millennials,678,8,0,29.39,0
13-01-2024,Campaign 1,TikTok,Carousel,Gen X,393,5,0,17.41,0
13-01-2024,Campaign 1,Facebook,Video,Gen Z,830,17,1,41.88,77.33
13-01-2024,Campaign 1,Facebook,Video,Millennials,2324,64,7,59.15,399.62
13-01-2024,Campaign 1,Facebook,Video,Gen X,1671,40,4,68.85,285.64
13-01-2024,Campaign 1,Facebook,Image,Gen Z,1095,17,0,41.97,0
13-01-2024,Campaign 1,Facebook,Image,Millennials,4849,76,2,171.06,107.94
13-01-2024,Campaign 1,Facebook,Image,Gen X,1371,20,0,56.32,0
13-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1046,17,0,48.58,0
13-01-2024,Campaign 1,Facebook,Carousel,Millennials,3282,37,2,115.33,159.28
13-01-2024,Campaign 1,Facebook,Carousel,Gen X,1033,21,0,39.19,0
14-01-2024,Campaign 1,Instagram,Video,Gen Z,2887,90,7,196.72,506.22
14-01-2024,Campaign 1,Instagram,Video,Millennials,3105,67,7,206.24,411.36
14-01-2024,Campaign 1,Instagram,Video,Gen X,193,8,0,8.02,0
14-01-2024,Campaign 1,Instagram,Image,Gen Z,2551,41,0,135.43,0
14-01-2024,Campaign 1,Instagram,Image,Millennials,1839,19,0,123.54,0
14-01-2024,Campaign 1,Instagram,Image,Gen X,485,8,0,25.88,0
14-01-2024,Campaign 1,Instagram,Carousel,Gen Z,4774,56,3,136.57,273.91
14-01-2024,Campaign 1,Instagram,Carousel,Millennials,1761,42,0,64.43,0
14-01-2024,Campaign 1,Instagram,Carousel,Gen X,338,5,0,11.39,0
14-01-2024,Campaign 1,TikTok,Video,Gen Z,5149,146,21,322.21,1219.85
14-01-2024,Campaign 1,TikTok,Video,Millennials,452,15,2,27.84,120.85
14-01-2024,Campaign 1,TikTok,Video,Gen X,169,5,0,8.7,0
14-01-2024,Campaign 1,TikTok,Image,Gen Z,6314,107,4,231.53,216.18
14-01-2024,Campaign 1,TikTok,Image,Millennials,964,5,0,31.81,0
14-01-2024,Campaign 1,TikTok,Image,Gen X,433,8,0,19.32,0
14-01-2024,Campaign 1,TikTok,Carousel,Gen Z,6643,131,7,382.87,411.19
14-01-2024,Campaign 1,TikTok,Carousel,Millennials,699,20,1,37.14,56.09
14-01-2024,Campaign 1,TikTok,Carousel,Gen X,318,4,0,18.5,0
14-01-2024,Campaign 1,Facebook,Video,Gen Z,545,15,1,23.33,55.28
14-01-2024,Campaign 1,Facebook,Video,Millennials,4242,84,4,213.12,272.96
14-01-2024,Campaign 1,Facebook,Video,Gen X,2167,47,6,94.78,317.45
14-01-2024,Campaign 1,Facebook,Image,Gen Z,1401,22,0,50.9,0
14-01-2024,Campaign 1,Facebook,Image,Millennials,3988,28,0,145.96,0
14-01-2024,Campaign 1,Facebook,Image,Gen X,2575,39,1,132.97,61.44
14-01-2024,Campaign 1,Facebook,Carousel,Gen Z,550,12,0,28.16,0
14-01-2024,Campaign 1,Facebook,Carousel,Millennials,3651,89,6,150.51,496.22
14-01-2024,Campaign 1,Facebook,Carousel,Gen X,2265,39,1,137.02,86.68
15-01-2024,Campaign 1,Instagram,Video,Gen Z,2822,138,10,81.52,709.29
15-01-2024,Campaign 1,Instagram,Video,Millennials,3418,95,11,99.25,844.42
15-01-2024,Campaign 1,Instagram,Video,Gen X,82,2,0,4.24,0
15-01-2024,Campaign 1,Instagram,Image,Gen Z,4558,88,2,126.63,154.8
15-01-2024,Campaign 1,Instagram,Image,Millennials,3399,42,0,100.57,0
15-01-2024,Campaign 1,Instagram,Image,Gen X,322,3,0,14.31,0
15-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2229,60,2,147.91,113.31
15-01-2024,Campaign 1,Instagram,Carousel,Millennials,1008,23,1,60.1,53.82
15-01-2024,Campaign 1,Instagram,Carousel,Gen X,98,2,0,6.24,0
15-01-2024,Campaign 1,TikTok,Video,Gen Z,6953,242,21,301.02,1288.31
15-01-2024,Campaign 1,TikTok,Video,Millennials,727,24,3,20.05,298.24
15-01-2024,Campaign 1,TikTok,Video,Gen X,93,3,0,2.46,0
15-01-2024,Campaign 1,TikTok,Image,Gen Z,6394,108,1,156.03,75.43
15-01-2024,Campaign 1,TikTok,Image,Millennials,365,3,0,14.13,0
15-01-2024,Campaign 1,TikTok,Image,Gen X,245,4,0,10.16,0
15-01-2024,Campaign 1,TikTok,Carousel,Gen Z,5219,96,2,241.28,189.89
15-01-2024,Campaign 1,TikTok,Carousel,Millennials,429,9,0,13.81,0
15-01-2024,Campaign 1,TikTok,Carousel,Gen X,240,3,0,15.95,0
15-01-2024,Campaign 1,Facebook,Video,Gen Z,883,43,5,31.9,494.99
15-01-2024,Campaign 1,Facebook,Video,Millennials,3210,111,15,149.33,1212.37
15-01-2024,Campaign 1,Facebook,Video,Gen X,1624,38,3,105.67,183.69
15-01-2024,Campaign 1,Facebook,Image,Gen Z,1344,14,0,54.41,0
15-01-2024,Campaign 1,Facebook,Image,Millennials,4041,34,0,128.41,0
15-01-2024,Campaign 1,Facebook,Image,Gen X,2467,49,1,91.82,93.96
15-01-2024,Campaign 1,Facebook,Carousel,Gen Z,889,25,0,50.85,0
15-01-2024,Campaign 1,Facebook,Carousel,Millennials,5011,125,6,155.39,316.16
15-01-2024,Campaign 1,Facebook,Carousel,Gen X,1127,23,1,73.82,52.16
16-01-2024,Campaign 1,Instagram,Video,Gen Z,3268,75,8,88.13,786.05
16-01-2024,Campaign 1,Instagram,Video,Millennials,1743,61,8,97.93,616.89
16-01-2024,Campaign 1,Instagram,Video,Gen X,400,16,1,11.03,57.58
16-01-2024,Campaign 1,Instagram,Image,Gen Z,4074,73,2,234.13,116.01
16-01-2024,Campaign 1,Instagram,Image,Millennials,1180,15,0,66.76,0
16-01-2024,Campaign 1,Instagram,Image,Gen X,499,3,0,29.57,0
16-01-2024,Campaign 1,Instagram,Carousel,Gen Z,3040,75,5,154.48,421.97
16-01-2024,Campaign 1,Instagram,Carousel,Millennials,2079,53,2,47.85,176.1
16-01-2024,Campaign 1,Instagram,Carousel,Gen X,332,8,0,18.91,0
16-01-2024,Campaign 1,TikTok,Video,Gen Z,3817,162,21,168.79,1577.15
16-01-2024,Campaign 1,TikTok,Video,Millennials,598,18,1,33.31,94.31
16-01-2024,Campaign 1,TikTok,Video,Gen X,163,3,0,3.74,0
16-01-2024,Campaign 1,TikTok,Image,Gen Z,5445,42,1,223.88,93.71
16-01-2024,Campaign 1,TikTok,Image,Millennials,872,12,0,42.93,0
16-01-2024,Campaign 1,TikTok,Image,Gen X,499,2,0,25.02,0
16-01-2024,Campaign 1,TikTok,Carousel,Gen Z,4195,48,1,159.49,89.24
16-01-2024,Campaign 1,TikTok,Carousel,Millennials,748,10,0,34.77,0
16-01-2024,Campaign 1,TikTok,Carousel,Gen X,224,3,0,6.02,0
16-01-2024,Campaign 1,Facebook,Video,Gen Z,881,38,4,49.53,259.89
16-01-2024,Campaign 1,Facebook,Video,Millennials,4128,134,15,241.83,838.75
16-01-2024,Campaign 1,Facebook,Video,Gen X,1866,92,11,105.45,1072.67
16-01-2024,Campaign 1,Facebook,Image,Gen Z,918,7,0,34.91,0
16-01-2024,Campaign 1,Facebook,Image,Millennials,3848,53,1,210.02,96.48
16-01-2024,Campaign 1,Facebook,Image,Gen X,2305,44,0,97.65,0
16-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1186,22,1,50.54,96.87
16-01-2024,Campaign 1,Facebook,Carousel,Millennials,3201,40,0,179.13,0
16-01-2024,Campaign 1,Facebook,Carousel,Gen X,1320,33,0,33.54,0
17-01-2024,Campaign 1,Instagram,Video,Gen Z,3641,116,16,161.27,810.72
17-01-2024,Campaign 1,Instagram,Video,Millennials,1715,37,2,59.51,124.7
17-01-2024,Campaign 1,Instagram,Video,Gen X,159,6,0,6.33,0
17-01-2024,Campaign 1,Instagram,Image,Gen Z,1602,14,0,98.79,0
17-01-2024,Campaign 1,Instagram,Image,Millennials,2148,28,0,79.79,0
17-01-2024,Campaign 1,Instagram,Image,Gen X,84,1,0,4.47,0
17-01-2024,Campaign 1,Instagram,Carousel,Gen Z,3363,92,4,203.51,357.54
17-01-2024,Campaign 1,Instagram,Carousel,Millennials,3716,73,5,109.23,431.29
17-01-2024,Campaign 1,Instagram,Carousel,Gen X,202,3,0,10.21,0
17-01-2024,Campaign 1,TikTok,Video,Gen Z,6808,140,17,284.8,925.51
17-01-2024,Campaign 1,TikTok,Video,Millennials,548,20,2,15.36,186.01
17-01-2024,Campaign 1,TikTok,Video,Gen X,71,1,0,3.37,0
17-01-2024,Campaign 1,TikTok,Image,Gen Z,4324,49,0,229.39,0
17-01-2024,Campaign 1,TikTok,Image,Millennials,670,7,0,35.13,0
17-01-2024,Campaign 1,TikTok,Image,Gen X,221,3,0,8.61,0
17-01-2024,Campaign 1,TikTok,Carousel,Gen Z,3427,68,2,214.26,154.48
17-01-2024,Campaign 1,TikTok,Carousel,Millennials,795,19,0,25.52,0
17-01-2024,Campaign 1,TikTok,Carousel,Gen X,412,5,0,27.16,0
17-01-2024,Campaign 1,Facebook,Video,Gen Z,1409,60,3,36.27,219.59
17-01-2024,Campaign 1,Facebook,Video,Millennials,2995,85,7,177.22,480.18
17-01-2024,Campaign 1,Facebook,Video,Gen X,1907,85,7,110.87,687.57
17-01-2024,Campaign 1,Facebook,Image,Gen Z,751,5,0,29.3,0
17-01-2024,Campaign 1,Facebook,Image,Millennials,2242,32,1,91.55,95.75
17-01-2024,Campaign 1,Facebook,Image,Gen X,1563,20,0,75.32,0
17-01-2024,Campaign 1,Facebook,Carousel,Gen Z,923,25,1,32.67,99.18
17-01-2024,Campaign 1,Facebook,Carousel,Millennials,3488,76,1,137.3,86.63
17-01-2024,Campaign 1,Facebook,Carousel,Gen X,1343,17,0,68.26,0
18-01-2024,Campaign 1,Instagram,Video,Gen Z,2795,65,8,104.4,795.37
18-01-2024,Campaign 1,Instagram,Video,Millennials,1955,46,5,73.32,499.27
18-01-2024,Campaign 1,Instagram,Video,Gen X,302,9,0,7.06,0
18-01-2024,Campaign 1,Instagram,Image,Gen Z,2700,14,0,87.31,0
18-01-2024,Campaign 1,Instagram,Image,Millennials,1113,8,0,66.89,0
18-01-2024,Campaign 1,Instagram,Image,Gen X,155,2,0,9.89,0
18-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2752,47,2,166.55,133.52
18-01-2024,Campaign 1,Instagram,Carousel,Millennials,1492,22,0,39.92,0
18-01-2024,Campaign 1,Instagram,Carousel,Gen X,387,4,0,16.77,0
18-01-2024,Campaign 1,TikTok,Video,Gen Z,6048,199,21,341.22,1896.51
18-01-2024,Campaign 1,TikTok,Video,Millennials,680,33,3,19.41,251.43
18-01-2024,Campaign 1,TikTok,Video,Gen X,82,2,0,4.42,0
18-01-2024,Campaign 1,TikTok,Image,Gen Z,5389,45,1,191.39,82.14
18-01-2024,Campaign 1,TikTok,Image,Millennials,507,9,0,19.87,0
18-01-2024,Campaign 1,TikTok,Image,Gen X,206,1,0,13.49,0
18-01-2024,Campaign 1,TikTok,Carousel,Gen Z,4823,126,2,307.45,165.08
18-01-2024,Campaign 1,TikTok,Carousel,Millennials,572,13,0,15.9,0
18-01-2024,Campaign 1,TikTok,Carousel,Gen X,324,4,0,9.3,0
18-01-2024,Campaign 1,Facebook,Video,Gen Z,1434,49,2,60.2,102.72
18-01-2024,Campaign 1,Facebook,Video,Millennials,5378,152,20,194.17,1910.77
18-01-2024,Campaign 1,Facebook,Video,Gen X,1724,70,9,116.43,729.61
18-01-2024,Campaign 1,Facebook,Image,Gen Z,1048,10,0,37.32,0
18-01-2024,Campaign 1,Facebook,Image,Millennials,4246,35,0,109.96,0
18-01-2024,Campaign 1,Facebook,Image,Gen X,1132,5,0,41.33,0
18-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1381,20,1,69.13,53.22
18-01-2024,Campaign 1,Facebook,Carousel,Millennials,2493,67,4,124.17,378.46
18-01-2024,Campaign 1,Facebook,Carousel,Gen X,2599,58,3,158.49,192.79
19-01-2024,Campaign 1,Instagram,Video,Gen Z,2657,99,14,164.14,1065.01
19-01-2024,Campaign 1,Instagram,Video,Millennials,1674,46,3,75.42,260.63
19-01-2024,Campaign 1,Instagram,Video,Gen X,150,7,0,9.07,0
19-01-2024,Campaign 1,Instagram,Image,Gen Z,3068,16,0,81.39,0
19-01-2024,Campaign 1,Instagram,Image,Millennials,1263,17,0,54.27,0
19-01-2024,Campaign 1,Instagram,Image,Gen X,459,5,0,23.83,0
19-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2697,32,1,121.39,82.61
19-01-2024,Campaign 1,Instagram,Carousel,Millennials,1096,16,0,74.09,0
19-01-2024,Campaign 1,Instagram,Carousel,Gen X,180,5,0,4.42,0
19-01-2024,Campaign 1,TikTok,Video,Gen Z,4689,113,8,314.42,532.54
19-01-2024,Campaign 1,TikTok,Video,Millennials,626,24,2,27.02,147.43
19-01-2024,Campaign 1,TikTok,Video,Gen X,394,13,0,9.11,0
19-01-2024,Campaign 1,TikTok,Image,Gen Z,4825,85,1,211.71,71.93
19-01-2024,Campaign 1,TikTok,Image,Millennials,601,7,0,39.19,0
19-01-2024,Campaign 1,TikTok,Image,Gen X,324,3,0,15.22,0
19-01-2024,Campaign 1,TikTok,Carousel,Gen Z,2591,71,3,141.95,298.92
19-01-2024,Campaign 1,TikTok,Carousel,Millennials,928,26,0,37.64,0
19-01-2024,Campaign 1,TikTok,Carousel,Gen X,341,9,0,17.22,0
19-01-2024,Campaign 1,Facebook,Video,Gen Z,1162,48,6,64.66,558.86
19-01-2024,Campaign 1,Facebook,Video,Millennials,2086,44,3,53.18,240.57
19-01-2024,Campaign 1,Facebook,Video,Gen X,2448,67,7,145.04,581.93
19-01-2024,Campaign 1,Facebook,Image,Gen Z,742,5,0,42.29,0
19-01-2024,Campaign 1,Facebook,Image,Millennials,3724,36,1,154.89,82.3
19-01-2024,Campaign 1,Facebook,Image,Gen X,1100,11,0,25.56,0
19-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1070,13,0,32.76,0
19-01-2024,Campaign 1,Facebook,Carousel,Millennials,4362,122,2,205.51,114.21
19-01-2024,Campaign 1,Facebook,Carousel,Gen X,1552,37,1,67.12,54.22
20-01-2024,Campaign 1,Instagram,Video,Gen Z,2499,53,3,120.57,201.48
20-01-2024,Campaign 1,Instagram,Video,Millennials,1715,67,9,93.19,643.47
20-01-2024,Campaign 1,Instagram,Video,Gen X,355,7,0,22.01,0
20-01-2024,Campaign 1,Instagram,Image,Gen Z,3217,54,2,199,191.66
20-01-2024,Campaign 1,Instagram,Image,Millennials,2567,16,0,59.92,0
20-01-2024,Campaign 1,Instagram,Image,Gen X,108,1,0,4.28,0
20-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2990,68,1,171.93,97.33
20-01-2024,Campaign 1,Instagram,Carousel,Millennials,3953,41,2,204.78,134.06
20-01-2024,Campaign 1,Instagram,Carousel,Gen X,289,7,0,7.93,0
20-01-2024,Campaign 1,TikTok,Video,Gen Z,2964,134,14,143.13,773.68
20-01-2024,Campaign 1,TikTok,Video,Millennials,978,33,1,44.79,98.2
20-01-2024,Campaign 1,TikTok,Video,Gen X,435,9,0,28.25,0
20-01-2024,Campaign 1,TikTok,Image,Gen Z,3654,59,1,131.42,95
20-01-2024,Campaign 1,TikTok,Image,Millennials,312,3,0,13.85,0
20-01-2024,Campaign 1,TikTok,Image,Gen X,442,7,0,15.86,0
20-01-2024,Campaign 1,TikTok,Carousel,Gen Z,5309,56,4,308.09,396.02
20-01-2024,Campaign 1,TikTok,Carousel,Millennials,402,8,0,13.67,0
20-01-2024,Campaign 1,TikTok,Carousel,Gen X,499,8,0,15.81,0
20-01-2024,Campaign 1,Facebook,Video,Gen Z,970,39,2,58.83,154.48
20-01-2024,Campaign 1,Facebook,Video,Millennials,3728,139,8,160.35,650.49
20-01-2024,Campaign 1,Facebook,Video,Gen X,2093,54,6,117.75,390.15
20-01-2024,Campaign 1,Facebook,Image,Gen Z,1118,15,0,35.73,0
20-01-2024,Campaign 1,Facebook,Image,Millennials,2653,47,1,170.11,56.62
20-01-2024,Campaign 1,Facebook,Image,Gen X,2581,48,1,121.53,93.5
20-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1342,33,1,34.09,84.04
20-01-2024,Campaign 1,Facebook,Carousel,Millennials,2980,82,6,88.08,438.8
20-01-2024,Campaign 1,Facebook,Carousel,Gen X,2687,31,2,121.44,130.24
21-01-2024,Campaign 1,Instagram,Video,Gen Z,4173,119,8,239.92,554.62
21-01-2024,Campaign 1,Instagram,Video,Millennials,3405,161,13,190.2,1231.39
21-01-2024,Campaign 1,Instagram,Video,Gen X,415,13,1,23.92,78.68
21-01-2024,Campaign 1,Instagram,Image,Gen Z,1682,20,0,42.88,0
21-01-2024,Campaign 1,Instagram,Image,Millennials,2192,38,1,56.19,94.17
21-01-2024,Campaign 1,Instagram,Image,Gen X,271,1,0,8.89,0
21-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2068,40,2,115.24,169.25
21-01-2024,Campaign 1,Instagram,Carousel,Millennials,3964,89,5,238.41,333.35
21-01-2024,Campaign 1,Instagram,Carousel,Gen X,323,4,0,7.47,0
21-01-2024,Campaign 1,TikTok,Video,Gen Z,3920,175,13,91.87,1129.62
21-01-2024,Campaign 1,TikTok,Video,Millennials,262,10,0,6.02,0
21-01-2024,Campaign 1,TikTok,Video,Gen X,143,5,0,8.75,0
21-01-2024,Campaign 1,TikTok,Image,Gen Z,4087,44,1,145.32,84.37
21-01-2024,Campaign 1,TikTok,Image,Millennials,940,9,0,48.48,0
21-01-2024,Campaign 1,TikTok,Image,Gen X,194,0,0,12.12,0
21-01-2024,Campaign 1,TikTok,Carousel,Gen Z,5388,107,7,296.38,367.58
21-01-2024,Campaign 1,TikTok,Carousel,Millennials,474,11,0,15.36,0
21-01-2024,Campaign 1,TikTok,Carousel,Gen X,275,7,0,11.35,0
21-01-2024,Campaign 1,Facebook,Video,Gen Z,866,32,4,41.38,243.85
21-01-2024,Campaign 1,Facebook,Video,Millennials,3414,130,11,178.58,617.61
21-01-2024,Campaign 1,Facebook,Video,Gen X,2192,91,12,95.28,1092.86
21-01-2024,Campaign 1,Facebook,Image,Gen Z,1294,7,0,43.75,0
21-01-2024,Campaign 1,Facebook,Image,Millennials,2505,23,0,121.39,0
21-01-2024,Campaign 1,Facebook,Image,Gen X,2565,42,0,116.52,0
21-01-2024,Campaign 1,Facebook,Carousel,Gen Z,924,24,1,32.49,70.12
21-01-2024,Campaign 1,Facebook,Carousel,Millennials,4780,47,2,119.12,127.62
21-01-2024,Campaign 1,Facebook,Carousel,Gen X,2170,60,3,95.6,201.06
22-01-2024,Campaign 1,Instagram,Video,Gen Z,1944,43,6,117.52,338.98
22-01-2024,Campaign 1,Instagram,Video,Millennials,3116,141,11,183,1040.53
22-01-2024,Campaign 1,Instagram,Video,Gen X,120,3,0,7.84,0
22-01-2024,Campaign 1,Instagram,Image,Gen Z,2724,41,1,110.18,81.64
22-01-2024,Campaign 1,Instagram,Image,Millennials,3500,24,0,219.37,0
22-01-2024,Campaign 1,Instagram,Image,Gen X,317,5,0,17.36,0
22-01-2024,Campaign 1,Instagram,Carousel,Gen Z,3814,74,4,260.61,220.96
22-01-2024,Campaign 1,Instagram,Carousel,Millennials,3810,111,5,161.95,364.42
22-01-2024,Campaign 1,Instagram,Carousel,Gen X,378,8,0,8.66,0
22-01-2024,Campaign 1,TikTok,Video,Gen Z,3628,132,12,201.64,822.7
22-01-2024,Campaign 1,TikTok,Video,Millennials,844,28,3,27.52,251.67
22-01-2024,Campaign 1,TikTok,Video,Gen X,136,2,0,8.89,0
22-01-2024,Campaign 1,TikTok,Image,Gen Z,6085,59,2,248.21,171.32
22-01-2024,Campaign 1,TikTok,Image,Millennials,980,13,0,24.24,0
22-01-2024,Campaign 1,TikTok,Image,Gen X,74,0,0,2.6,0
22-01-2024,Campaign 1,TikTok,Carousel,Gen Z,4374,123,8,241.06,779.54
22-01-2024,Campaign 1,TikTok,Carousel,Millennials,587,11,0,27.57,0
22-01-2024,Campaign 1,TikTok,Carousel,Gen X,317,7,0,7.84,0
22-01-2024,Campaign 1,Facebook,Video,Gen Z,1428,41,5,82.84,380.32
22-01-2024,Campaign 1,Facebook,Video,Millennials,3372,154,16,88.58,1106.06
22-01-2024,Campaign 1,Facebook,Video,Gen X,2396,56,4,56.5,258.66
22-01-2024,Campaign 1,Facebook,Image,Gen Z,516,8,0,26.84,0
22-01-2024,Campaign 1,Facebook,Image,Millennials,2359,22,0,158.49,0
22-01-2024,Campaign 1,Facebook,Image,Gen X,1228,16,0,61.88,0
22-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1034,18,0,26.66,0
22-01-2024,Campaign 1,Facebook,Carousel,Millennials,3328,73,3,84.89,250.75
22-01-2024,Campaign 1,Facebook,Carousel,Gen X,1257,36,2,73.59,199.13
23-01-2024,Campaign 1,Instagram,Video,Gen Z,3764,148,15,219,903.74
23-01-2024,Campaign 1,Instagram,Video,Millennials,3604,93,5,184.32,445.33
23-01-2024,Campaign 1,Instagram,Video,Gen X,200,5,0,9.34,0
23-01-2024,Campaign 1,Instagram,Image,Gen Z,3241,47,1,213.76,66.87
23-01-2024,Campaign 1,Instagram,Image,Millennials,1861,24,0,100.93,0
23-01-2024,Campaign 1,Instagram,Image,Gen X,490,2,0,21.14,0
23-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2996,48,3,116.61,292.36
23-01-2024,Campaign 1,Instagram,Carousel,Millennials,3838,44,1,228.57,72.98
23-01-2024,Campaign 1,Instagram,Carousel,Gen X,406,5,0,19.64,0
23-01-2024,Campaign 1,TikTok,Video,Gen Z,2746,59,7,185.33,627.6
23-01-2024,Campaign 1,TikTok,Video,Millennials,681,18,2,21.64,195.14
23-01-2024,Campaign 1,TikTok,Video,Gen X,329,10,1,15.31,60.96
23-01-2024,Campaign 1,TikTok,Image,Gen Z,6774,78,2,176.9,162.23
23-01-2024,Campaign 1,TikTok,Image,Millennials,326,1,0,18.32,0
23-01-2024,Campaign 1,TikTok,Image,Gen X,186,3,0,12.53,0
23-01-2024,Campaign 1,TikTok,Carousel,Gen Z,4106,111,7,151.56,431.21
23-01-2024,Campaign 1,TikTok,Carousel,Millennials,975,22,0,47.3,0
23-01-2024,Campaign 1,TikTok,Carousel,Gen X,92,2,0,5.38,0
23-01-2024,Campaign 1,Facebook,Video,Gen Z,1089,29,3,35.82,198.25
23-01-2024,Campaign 1,Facebook,Video,Millennials,3184,112,14,109.36,872.07
23-01-2024,Campaign 1,Facebook,Video,Gen X,1174,40,4,33.08,257.78
23-01-2024,Campaign 1,Facebook,Image,Gen Z,1391,27,1,63.07,75.64
23-01-2024,Campaign 1,Facebook,Image,Millennials,4211,44,1,240.69,95.92
23-01-2024,Campaign 1,Facebook,Image,Gen X,2848,33,0,145.64,0
23-01-2024,Campaign 1,Facebook,Carousel,Gen Z,930,19,0,49.03,0
23-01-2024,Campaign 1,Facebook,Carousel,Millennials,5612,154,12,134.88,1103.89
23-01-2024,Campaign 1,Facebook,Carousel,Gen X,1532,16,0,47.12,0
24-01-2024,Campaign 1,Instagram,Video,Gen Z,2386,63,5,132.56,390.83
24-01-2024,Campaign 1,Instagram,Video,Millennials,1330,47,5,47.44,338.26
24-01-2024,Campaign 1,Instagram,Video,Gen X,201,9,1,8.25,88.16
24-01-2024,Campaign 1,Instagram,Image,Gen Z,2919,35,1,93.73,79.56
24-01-2024,Campaign 1,Instagram,Image,Millennials,1695,16,0,54.59,0
24-01-2024,Campaign 1,Instagram,Image,Gen X,467,4,0,20.41,0
24-01-2024,Campaign 1,Instagram,Carousel,Gen Z,3177,84,3,172.8,265.67
24-01-2024,Campaign 1,Instagram,Carousel,Millennials,3036,80,4,133.29,209.08
24-01-2024,Campaign 1,Instagram,Carousel,Gen X,363,6,0,10.39,0
24-01-2024,Campaign 1,TikTok,Video,Gen Z,2912,109,6,114.42,516.94
24-01-2024,Campaign 1,TikTok,Video,Millennials,589,15,1,21.6,61.52
24-01-2024,Campaign 1,TikTok,Video,Gen X,395,8,0,14.58,0
24-01-2024,Campaign 1,TikTok,Image,Gen Z,4120,73,1,150.74,66.26
24-01-2024,Campaign 1,TikTok,Image,Millennials,518,4,0,14.76,0
24-01-2024,Campaign 1,TikTok,Image,Gen X,73,1,0,4.19,0
24-01-2024,Campaign 1,TikTok,Carousel,Gen Z,3854,50,2,160.58,175.38
24-01-2024,Campaign 1,TikTok,Carousel,Millennials,265,3,0,13.08,0
24-01-2024,Campaign 1,TikTok,Carousel,Gen X,54,1,0,3.55,0
24-01-2024,Campaign 1,Facebook,Video,Gen Z,1329,56,3,61.38,226.33
24-01-2024,Campaign 1,Facebook,Video,Millennials,3937,193,18,118.25,1062.18
24-01-2024,Campaign 1,Facebook,Video,Gen X,2747,92,13,149.56,1123.84
24-01-2024,Campaign 1,Facebook,Image,Gen Z,1330,13,0,33.45,0
24-01-2024,Campaign 1,Facebook,Image,Millennials,4338,43,2,268.17,170.12
24-01-2024,Campaign 1,Facebook,Image,Gen X,1549,23,0,74.05,0
24-01-2024,Campaign 1,Facebook,Carousel,Gen Z,1248,16,1,70.22,69.22
24-01-2024,Campaign 1,Facebook,Carousel,Millennials,4473,114,3,264.48,242.39
24-01-2024,Campaign 1,Facebook,Carousel,Gen X,1336,25,0,73.37,0
25-01-2024,Campaign 1,Instagram,Video,Gen Z,1996,97,5,91.41,429.61
25-01-2024,Campaign 1,Instagram,Video,Millennials,1194,28,4,66.07,390.49
25-01-2024,Campaign 1,Instagram,Video,Gen X,345,8,1,10.34,65.49
25-01-2024,Campaign 1,Instagram,Image,Gen Z,3111,30,1,141.99,53.54
25-01-2024,Campaign 1,Instagram,Image,Millennials,2638,37,1,160.22,95.3
25-01-2024,Campaign 1,Instagram,Image,Gen X,154,1,0,4.83,0
25-01-2024,Campaign 1,Instagram,Carousel,Gen Z,2689,37,1,175.85,71.53
25-01-2024,Campaign 1,Instagram,Carousel,Millennials,1443,37,1,61.33,84.27
25-01-2024,Campaign 1,Instagram,Carousel,Gen X,148,1,0,5.92,0
25-01-2024,Campaign 1,TikTok,Video,Gen Z,4382,184,11,255.78,981.9
25-01-2024,Campaign 1,TikTok,Video,Millennials,1000,23,1,35.36,71.6
25-01-2024,Campaign 1,TikTok,Video,Gen X,334,6,0,22.47,0
25-01-2024,Campaign 1,TikTok,Image,Gen Z,6368,42,1,359.22,85.23
25-01-2024,Campaign 1,TikTok,Image,Millennials,462,3,0,12.08,0
25-01-2024,Campaign 1,TikTok,Image,Gen X,98,1,0,3.51,0
25-01-2024,Campaign 1,TikTok,Carousel,Gen Z,4558,58,3,139.58,288.83
25-01-2024,Campaign 1,TikTok,Carousel,Millennials,259,4,0,12.99,0
25-01-2024,Campaign 1,TikTok,Carousel,Gen X,233,4,0,12.76,0
25-01-2024,Campaign 1,Facebook,Video,Gen Z,1153,46,5,58.33,328.23
